rep, ipc, llc_miss_rate, l1d_miss_rate, l1i_miss_rate, l2_miss_rate 
fifo, 0.28554, 0.5211685183638237, 0.2203087325674331, 0.0, 0.6213134374416828 
lfu, 0.302611, 0.4052780330242531, 0.22104214008003903, 0.0, 0.6213152542090157 
lru, 0.294613, 0.4518251772689239, 0.22074400564225327, 0.0, 0.6213138877898731 
random, 0.286085, 0.5372552407600426, 0.22035911027143443, 0.0, 0.6206352631847813 
drrip, 0.315473, 0.44986278323371975, 0.2213128541489062, 0.0, 0.6211319798727163 
